"TrustName.x","path_abx","fyear","nons"
"trust_45","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",49.2293328745291
"trust_46","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",38.9587111538276
"trust_47","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",46.4665941894054
"trust_48","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",71.3279000716284
"trust_49","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",5.53019263315946
"trust_50","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",35.4783097514883
"trust_51","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",80.2812272915617
"trust_52","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",83.5708837024868
"trust_53","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",23.7749404972419
"trust_54","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",35.3986102622002
"trust_55","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",85.6885420158505
"trust_56","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",85.3763373801485
"trust_57","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",29.5895455405116
"trust_58","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",14.7048324579373
"trust_59","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",70.3992061316967
"trust_60","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",10.3806688217446
"trust_61","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",3.37277729995549
"trust_62","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",99.9404527945444
"trust_63","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",3.48748040851206
"trust_64","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",33.8391283759847
"trust_65","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",91.506376164034
"trust_66","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",61.7235269630328
"trust_67","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",28.6285348702222
"trust_68","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",73.7797403009608
"trust_69","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",83.4054309176281
"trust_70","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",31.4270780421793
"trust_71","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",49.2566547822207
"trust_72","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",69.7373766219243
"trust_73","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",64.1462353989482
"trust_74","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",64.3922914983705
"trust_75","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",97.7853404823691
"trust_76","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",41.4735334459692
"trust_77","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",11.9404779979959
"trust_78","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",52.6029660133645
"trust_79","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",22.5073350826278
"trust_80","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",48.6411764053628
"trust_81","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",37.0214798487723
"trust_82","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",98.3350180787966
"trust_83","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",38.8319115154445
"trust_84","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",22.9244840331376
"trust_85","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",62.3297546291724
"trust_86","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",13.6540197068825
"trust_87","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",96.7469494324178
"trust_88","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",51.5071807894856
"trust_89","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",16.3070329232141
"trust_90","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",62.1902295155451
"trust_91","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",98.5954165225849
"trust_92","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",66.8771517463028
"trust_93","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",41.8915896909311
"trust_94","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",32.3344993172213
"trust_95","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",83.5255319951102
"trust_96","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",14.3817043630406
"trust_97","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",19.2815946880728
"trust_98","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",89.6738682640716
"trust_99","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",30.8119554305449
"trust_100","E. COLI_AMOXICILLIN/CLAVULANIC ACID","2016-2017",36.3300543511286
"trust_1","E. COLI_CARBAPENEMS","2016-2017",78.3946478739381
"trust_2","E. COLI_CARBAPENEMS","2016-2017",19.3378679919988
"trust_3","E. COLI_CARBAPENEMS","2016-2017",1.77658118773252
"trust_4","E. COLI_CARBAPENEMS","2016-2017",40.6607866287231
"trust_5","E. COLI_CARBAPENEMS","2016-2017",48.3167669270188
"trust_6","E. COLI_CARBAPENEMS","2016-2017",42.1844950178638
"trust_7","E. COLI_CARBAPENEMS","2016-2017",34.2808801680803
"trust_8","E. COLI_CARBAPENEMS","2016-2017",86.6483314661309
"trust_9","E. COLI_CARBAPENEMS","2016-2017",45.5108050955459
"trust_10","E. COLI_CARBAPENEMS","2016-2017",53.3764873631299
"trust_11","E. COLI_CARBAPENEMS","2016-2017",96.3843331905082
"trust_12","E. COLI_CARBAPENEMS","2016-2017",77.4591542081907
"trust_13","E. COLI_CARBAPENEMS","2016-2017",20.8876348566264
"trust_14","E. COLI_CARBAPENEMS","2016-2017",30.8786832727492
"trust_15","E. COLI_CARBAPENEMS","2016-2017",97.1342450240627
"trust_16","E. COLI_CARBAPENEMS","2016-2017",58.4900093497708
"trust_17","E. COLI_CARBAPENEMS","2016-2017",76.0823625372723
"trust_18","E. COLI_CARBAPENEMS","2016-2017",37.2709394432604
"trust_19","E. COLI_CARBAPENEMS","2016-2017",76.9193911226466
"trust_20","E. COLI_CARBAPENEMS","2016-2017",53.76771830488
"trust_21","E. COLI_CARBAPENEMS","2016-2017",91.3995449664071
"trust_22","E. COLI_CARBAPENEMS","2016-2017",18.5296441894025
"trust_23","E. COLI_CARBAPENEMS","2016-2017",28.2218417385593
"trust_24","E. COLI_CARBAPENEMS","2016-2017",9.49624131899327
"trust_25","E. COLI_CARBAPENEMS","2016-2017",21.0487079108134
"trust_26","E. COLI_CARBAPENEMS","2016-2017",97.7098996285349
"trust_27","E. COLI_CARBAPENEMS","2016-2017",29.6302175382152
"trust_28","E. COLI_CARBAPENEMS","2016-2017",72.5983026903123
"trust_29","E. COLI_CARBAPENEMS","2016-2017",78.568783425726
"trust_30","E. COLI_CARBAPENEMS","2016-2017",10.5417746119201
"trust_31","E. COLI_CARBAPENEMS","2016-2017",23.95946290344
"trust_32","E. COLI_CARBAPENEMS","2016-2017",27.0544872386381
"trust_33","E. COLI_CARBAPENEMS","2016-2017",10.105849406682
"trust_34","E. COLI_CARBAPENEMS","2016-2017",11.791384126991
"trust_35","E. COLI_CARBAPENEMS","2016-2017",99.1236555855721
"trust_36","E. COLI_CARBAPENEMS","2016-2017",98.6054297303781
"trust_37","E. COLI_CARBAPENEMS","2016-2017",13.7067471398041
"trust_38","E. COLI_CARBAPENEMS","2016-2017",90.530958166346
"trust_39","E. COLI_CARBAPENEMS","2016-2017",57.6301837572828
"trust_40","E. COLI_CARBAPENEMS","2016-2017",39.5448859082535
"trust_41","E. COLI_CARBAPENEMS","2016-2017",44.9802484130487
"trust_42","E. COLI_CARBAPENEMS","2016-2017",70.650190114975
"trust_43","E. COLI_CARBAPENEMS","2016-2017",8.25027457904071
"trust_44","E. COLI_CARBAPENEMS","2016-2017",33.9312580181286
"trust_45","E. COLI_CARBAPENEMS","2016-2017",68.0787551216781
"trust_46","E. COLI_CARBAPENEMS","2016-2017",31.6949248081073
"trust_47","E. COLI_CARBAPENEMS","2016-2017",83.1568598048761
"trust_48","E. COLI_CARBAPENEMS","2016-2017",21.5172082651407
"trust_49","E. COLI_CARBAPENEMS","2016-2017",49.7948936186731
"trust_50","E. COLI_CARBAPENEMS","2016-2017",27.6049672625959
"trust_51","E. COLI_CARBAPENEMS","2016-2017",19.2023318726569
"trust_52","E. COLI_CARBAPENEMS","2016-2017",95.0621264055371
"trust_53","E. COLI_CARBAPENEMS","2016-2017",32.1725537767634
"trust_54","E. COLI_CARBAPENEMS","2016-2017",47.8456383803859
"trust_55","E. COLI_CARBAPENEMS","2016-2017",2.79925719369203
"trust_56","E. COLI_CARBAPENEMS","2016-2017",54.7459468012676
"trust_57","E. COLI_CARBAPENEMS","2016-2017",64.4240220542997
"trust_58","E. COLI_CARBAPENEMS","2016-2017",59.6263544633985
"trust_59","E. COLI_CARBAPENEMS","2016-2017",32.1937375701964
"trust_60","E. COLI_CARBAPENEMS","2016-2017",89.1114312456921
"trust_61","E. COLI_CARBAPENEMS","2016-2017",62.6256947405636
"trust_62","E. COLI_CARBAPENEMS","2016-2017",30.2904915297404
"trust_63","E. COLI_CARBAPENEMS","2016-2017",38.8204663759097
"trust_64","E. COLI_CARBAPENEMS","2016-2017",16.0475092474371
"trust_65","E. COLI_CARBAPENEMS","2016-2017",86.2551897531375
"trust_66","E. COLI_CARBAPENEMS","2016-2017",95.3101213788614
"trust_67","E. COLI_CARBAPENEMS","2016-2017",56.3644683454186
"trust_68","E. COLI_CARBAPENEMS","2016-2017",32.9547413391992
"trust_69","E. COLI_CARBAPENEMS","2016-2017",99.6617218712345
"trust_70","E. COLI_CARBAPENEMS","2016-2017",23.4819675795734
"trust_71","E. COLI_CARBAPENEMS","2016-2017",61.2671965267509
"trust_72","E. COLI_CARBAPENEMS","2016-2017",10.817852942273
"trust_73","E. COLI_CARBAPENEMS","2016-2017",48.7032569944859
"trust_74","E. COLI_CARBAPENEMS","2016-2017",9.9445823347196
"trust_75","E. COLI_CARBAPENEMS","2016-2017",16.116576269269
"trust_76","E. COLI_CARBAPENEMS","2016-2017",28.2992870779708
"trust_77","E. COLI_CARBAPENEMS","2016-2017",58.3872335962951
"trust_78","E. COLI_CARBAPENEMS","2016-2017",73.1707658851519
"trust_79","E. COLI_CARBAPENEMS","2016-2017",16.5520911104977
"trust_80","E. COLI_CARBAPENEMS","2016-2017",86.6467763204128
"trust_81","E. COLI_CARBAPENEMS","2016-2017",70.8574137184769
"trust_82","E. COLI_CARBAPENEMS","2016-2017",76.039953622967
"trust_83","E. COLI_CARBAPENEMS","2016-2017",14.7084108553827
"trust_84","E. COLI_CARBAPENEMS","2016-2017",35.8056963421404
"trust_85","E. COLI_CARBAPENEMS","2016-2017",67.3332481412217
"trust_86","E. COLI_CARBAPENEMS","2016-2017",52.3822601651773
"trust_87","E. COLI_CARBAPENEMS","2016-2017",34.9801792763174
"trust_88","E. COLI_CARBAPENEMS","2016-2017",24.0530701586977
"trust_89","E. COLI_CARBAPENEMS","2016-2017",5.81917962990701
"trust_90","E. COLI_CARBAPENEMS","2016-2017",23.6619742121547
"trust_91","E. COLI_CARBAPENEMS","2016-2017",89.0077913179994
"trust_92","E. COLI_CARBAPENEMS","2016-2017",81.182741606608
"trust_93","E. COLI_CARBAPENEMS","2016-2017",74.7516322182491
"trust_94","E. COLI_CARBAPENEMS","2016-2017",15.4911725781858
"trust_95","E. COLI_CARBAPENEMS","2016-2017",12.4742088606581
"trust_96","E. COLI_CARBAPENEMS","2016-2017",97.4725808482617
"trust_97","E. COLI_CARBAPENEMS","2016-2017",43.6129996087402
"trust_98","E. COLI_CARBAPENEMS","2016-2017",46.4016626821831
"trust_99","E. COLI_CARBAPENEMS","2016-2017",16.529808123596
"trust_100","E. COLI_CARBAPENEMS","2016-2017",58.4936557337642
"trust_1","E. COLI_CEPHALOSPORINS","2016-2017",27.077801944688
"trust_2","E. COLI_CEPHALOSPORINS","2016-2017",23.0096920393407
"trust_3","E. COLI_CEPHALOSPORINS","2016-2017",69.1207831492648
"trust_4","E. COLI_CEPHALOSPORINS","2016-2017",28.2852399628609
"trust_5","E. COLI_CEPHALOSPORINS","2016-2017",81.0398066183552
"trust_6","E. COLI_CEPHALOSPORINS","2016-2017",9.39166070893407
"trust_7","E. COLI_CEPHALOSPORINS","2016-2017",82.2030071169138
"trust_8","E. COLI_CEPHALOSPORINS","2016-2017",42.7428280701861
"trust_9","E. COLI_CEPHALOSPORINS","2016-2017",75.5887259729207
"trust_10","E. COLI_CEPHALOSPORINS","2016-2017",66.2385506555438
"trust_11","E. COLI_CEPHALOSPORINS","2016-2017",44.4527396932244
"trust_12","E. COLI_CEPHALOSPORINS","2016-2017",62.7146184444427
"trust_13","E. COLI_CEPHALOSPORINS","2016-2017",0.0465349061414599
"trust_14","E. COLI_CEPHALOSPORINS","2016-2017",21.7243514023721
"trust_15","E. COLI_CEPHALOSPORINS","2016-2017",70.4872245667502
"trust_16","E. COLI_CEPHALOSPORINS","2016-2017",21.5166488196701
"trust_17","E. COLI_CEPHALOSPORINS","2016-2017",81.3933721277863
"trust_18","E. COLI_CEPHALOSPORINS","2016-2017",30.7763874297962
"trust_19","E. COLI_CEPHALOSPORINS","2016-2017",68.7742685666308
"trust_20","E. COLI_CEPHALOSPORINS","2016-2017",93.2681079022586
"trust_21","E. COLI_CEPHALOSPORINS","2016-2017",11.5779664833099
"trust_22","E. COLI_CEPHALOSPORINS","2016-2017",12.7705687889829
"trust_23","E. COLI_CEPHALOSPORINS","2016-2017",67.8223857423291
"trust_24","E. COLI_CEPHALOSPORINS","2016-2017",42.894859588705
"trust_25","E. COLI_CEPHALOSPORINS","2016-2017",83.4400977939367
"trust_26","E. COLI_CEPHALOSPORINS","2016-2017",97.1438066801056
"trust_27","E. COLI_CEPHALOSPORINS","2016-2017",7.04889777116477
"trust_28","E. COLI_CEPHALOSPORINS","2016-2017",45.978519320488
"trust_29","E. COLI_CEPHALOSPORINS","2016-2017",70.158511842601
"trust_30","E. COLI_CEPHALOSPORINS","2016-2017",8.69401679374278
"trust_31","E. COLI_CEPHALOSPORINS","2016-2017",99.2944016121328
"trust_32","E. COLI_CEPHALOSPORINS","2016-2017",25.3098994027823
"trust_33","E. COLI_CEPHALOSPORINS","2016-2017",4.95384356472641
"trust_34","E. COLI_CEPHALOSPORINS","2016-2017",68.6324946815148
"trust_35","E. COLI_CEPHALOSPORINS","2016-2017",78.6927352659404
"trust_36","E. COLI_CEPHALOSPORINS","2016-2017",35.3606075979769
"trust_37","E. COLI_CEPHALOSPORINS","2016-2017",36.6441444959491
"trust_38","E. COLI_CEPHALOSPORINS","2016-2017",28.7100130692124
"trust_39","E. COLI_CEPHALOSPORINS","2016-2017",7.99729123245925
"trust_40","E. COLI_CEPHALOSPORINS","2016-2017",36.5454269573092
"trust_41","E. COLI_CEPHALOSPORINS","2016-2017",17.8013814613223
"trust_42","E. COLI_CEPHALOSPORINS","2016-2017",53.6053720628843
"trust_43","E. COLI_CEPHALOSPORINS","2016-2017",50.3948712022975
"trust_44","E. COLI_CEPHALOSPORINS","2016-2017",94.5035103475675
"trust_45","E. COLI_CEPHALOSPORINS","2016-2017",34.1321283951402
"trust_46","E. COLI_CEPHALOSPORINS","2016-2017",46.4713774155825
"trust_47","E. COLI_CEPHALOSPORINS","2016-2017",8.25311816297472
"trust_48","E. COLI_CEPHALOSPORINS","2016-2017",86.0106846084818
"trust_49","E. COLI_CEPHALOSPORINS","2016-2017",39.5660639973357
"trust_50","E. COLI_CEPHALOSPORINS","2016-2017",73.5899350373074
"trust_51","E. COLI_CEPHALOSPORINS","2016-2017",17.1743405982852
"trust_52","E. COLI_CEPHALOSPORINS","2016-2017",45.4761631321162
"trust_53","E. COLI_CEPHALOSPORINS","2016-2017",77.0204759435728
"trust_54","E. COLI_CEPHALOSPORINS","2016-2017",6.26499983482063
"trust_55","E. COLI_CEPHALOSPORINS","2016-2017",81.5081495093182
"trust_56","E. COLI_CEPHALOSPORINS","2016-2017",30.1142524462193
"trust_57","E. COLI_CEPHALOSPORINS","2016-2017",36.4671027986333
"trust_58","E. COLI_CEPHALOSPORINS","2016-2017",31.2112791929394
"trust_59","E. COLI_CEPHALOSPORINS","2016-2017",3.73699648771435
"trust_60","E. COLI_CEPHALOSPORINS","2016-2017",51.880492339842
"trust_61","E. COLI_CEPHALOSPORINS","2016-2017",67.9013415705413
"trust_62","E. COLI_CEPHALOSPORINS","2016-2017",90.3233560267836
"trust_63","E. COLI_CEPHALOSPORINS","2016-2017",2.55266984459013
"trust_64","E. COLI_CEPHALOSPORINS","2016-2017",98.9078270737082
"trust_65","E. COLI_CEPHALOSPORINS","2016-2017",30.2887624595314
"trust_66","E. COLI_CEPHALOSPORINS","2016-2017",93.9138400601223
"trust_67","E. COLI_CEPHALOSPORINS","2016-2017",68.7607581727207
"trust_68","E. COLI_CEPHALOSPORINS","2016-2017",44.7036994853988
"trust_69","E. COLI_CEPHALOSPORINS","2016-2017",81.6478138789535
"trust_70","E. COLI_CEPHALOSPORINS","2016-2017",3.94991978537291
"trust_71","E. COLI_CEPHALOSPORINS","2016-2017",73.9031685516238
"trust_72","E. COLI_CEPHALOSPORINS","2016-2017",34.8719493718818
"trust_73","E. COLI_CEPHALOSPORINS","2016-2017",82.9250823473558
"trust_74","E. COLI_CEPHALOSPORINS","2016-2017",53.5541391698644
"trust_75","E. COLI_CEPHALOSPORINS","2016-2017",27.4545363616198
"trust_76","E. COLI_CEPHALOSPORINS","2016-2017",80.0948211923242
"trust_77","E. COLI_CEPHALOSPORINS","2016-2017",9.1644694795832
"trust_78","E. COLI_CEPHALOSPORINS","2016-2017",83.2107774214819
"trust_79","E. COLI_CEPHALOSPORINS","2016-2017",27.6855072472245
"trust_80","E. COLI_CEPHALOSPORINS","2016-2017",75.3110099583864
"trust_81","E. COLI_CEPHALOSPORINS","2016-2017",96.4152570115402
"trust_82","E. COLI_CEPHALOSPORINS","2016-2017",8.14665600191802
"trust_83","E. COLI_CEPHALOSPORINS","2016-2017",85.4364746483043
"trust_84","E. COLI_CEPHALOSPORINS","2016-2017",80.2238217089325
"trust_85","E. COLI_CEPHALOSPORINS","2016-2017",38.5173604590818
"trust_86","E. COLI_CEPHALOSPORINS","2016-2017",32.7597399009392
"trust_87","E. COLI_CEPHALOSPORINS","2016-2017",20.4938702983782
"trust_88","E. COLI_CEPHALOSPORINS","2016-2017",56.938266265206
"trust_89","E. COLI_CEPHALOSPORINS","2016-2017",88.8055190443993
"trust_90","E. COLI_CEPHALOSPORINS","2016-2017",52.9714091448113
"trust_91","E. COLI_CEPHALOSPORINS","2016-2017",58.695865678601
"trust_92","E. COLI_CEPHALOSPORINS","2016-2017",66.5735142538324
"trust_93","E. COLI_CEPHALOSPORINS","2016-2017",52.9892458580434
"trust_94","E. COLI_CEPHALOSPORINS","2016-2017",50.9842899395153
"trust_95","E. COLI_CEPHALOSPORINS","2016-2017",1.61604809109122
"trust_96","E. COLI_CEPHALOSPORINS","2016-2017",4.77099849376827
"trust_97","E. COLI_CEPHALOSPORINS","2016-2017",92.9350682534277
"trust_98","E. COLI_CEPHALOSPORINS","2016-2017",76.9285538699478
"trust_99","E. COLI_CEPHALOSPORINS","2016-2017",20.1080616097897
"trust_100","E. COLI_CEPHALOSPORINS","2016-2017",65.0261500384659
"trust_1","E. COLI_CIPROFLOXACIN","2016-2017",65.3766682371497
"trust_2","E. COLI_CIPROFLOXACIN","2016-2017",39.5253761438653
"trust_3","E. COLI_CIPROFLOXACIN","2016-2017",81.2304828548804
"trust_4","E. COLI_CIPROFLOXACIN","2016-2017",54.7023417660967
"trust_5","E. COLI_CIPROFLOXACIN","2016-2017",88.5132651543245
"trust_6","E. COLI_CIPROFLOXACIN","2016-2017",55.3313987562433
"trust_7","E. COLI_CIPROFLOXACIN","2016-2017",90.6048111617565
"trust_8","E. COLI_CIPROFLOXACIN","2016-2017",58.7461367016658
"trust_9","E. COLI_CIPROFLOXACIN","2016-2017",42.3463650979102
"trust_10","E. COLI_CIPROFLOXACIN","2016-2017",94.9585322989151
"trust_11","E. COLI_CIPROFLOXACIN","2016-2017",70.9037903463468
"trust_12","E. COLI_CIPROFLOXACIN","2016-2017",41.330540808849
"trust_13","E. COLI_CIPROFLOXACIN","2016-2017",1.83640837203711
"trust_14","E. COLI_CIPROFLOXACIN","2016-2017",56.6734082764015
"trust_15","E. COLI_CIPROFLOXACIN","2016-2017",49.0063453093171
"trust_16","E. COLI_CIPROFLOXACIN","2016-2017",87.867402122356
"trust_17","E. COLI_CIPROFLOXACIN","2016-2017",81.2852687900886
"trust_18","E. COLI_CIPROFLOXACIN","2016-2017",85.4099977528676
"trust_19","E. COLI_CIPROFLOXACIN","2016-2017",36.7895947769284
"trust_20","E. COLI_CIPROFLOXACIN","2016-2017",87.3949912842363
"trust_21","E. COLI_CIPROFLOXACIN","2016-2017",15.1338171446696
"trust_22","E. COLI_CIPROFLOXACIN","2016-2017",28.181166970171
"trust_23","E. COLI_CIPROFLOXACIN","2016-2017",66.6705157840624
"trust_24","E. COLI_CIPROFLOXACIN","2016-2017",97.7383576799184
"trust_25","E. COLI_CIPROFLOXACIN","2016-2017",58.2739736652002
"trust_26","E. COLI_CIPROFLOXACIN","2016-2017",52.6590079534799
"trust_27","E. COLI_CIPROFLOXACIN","2016-2017",6.07822248712182
"trust_28","E. COLI_CIPROFLOXACIN","2016-2017",96.9038863666356
"trust_29","E. COLI_CIPROFLOXACIN","2016-2017",12.0237128576264
"trust_30","E. COLI_CIPROFLOXACIN","2016-2017",8.83633010089397
"trust_31","E. COLI_CIPROFLOXACIN","2016-2017",88.0764114903286
"trust_32","E. COLI_CIPROFLOXACIN","2016-2017",50.8370629744604
"trust_33","E. COLI_CIPROFLOXACIN","2016-2017",33.7494997307658
"trust_34","E. COLI_CIPROFLOXACIN","2016-2017",89.4334625452757
"trust_35","E. COLI_CIPROFLOXACIN","2016-2017",3.19716280791909
"trust_36","E. COLI_CIPROFLOXACIN","2016-2017",23.7229697406292
"trust_37","E. COLI_CIPROFLOXACIN","2016-2017",68.6490351101384
"trust_38","E. COLI_CIPROFLOXACIN","2016-2017",22.5818423321471
"trust_39","E. COLI_CIPROFLOXACIN","2016-2017",31.8494588136673
"trust_40","E. COLI_CIPROFLOXACIN","2016-2017",17.3983816755936
"trust_41","E. COLI_CIPROFLOXACIN","2016-2017",80.1429583691061
"trust_42","E. COLI_CIPROFLOXACIN","2016-2017",14.628205797635
"trust_43","E. COLI_CIPROFLOXACIN","2016-2017",82.2717391652986
"trust_44","E. COLI_CIPROFLOXACIN","2016-2017",33.0997828627005
"trust_45","E. COLI_CIPROFLOXACIN","2016-2017",37.4169387854636
"trust_46","E. COLI_CIPROFLOXACIN","2016-2017",62.9745423793793
