"TrustName.x","abx","fyear","usage_rate"
"trust_1","Amoxicillin/clavulanic acid","2014-2015",23.4538809861988
"trust_2","Amoxicillin/clavulanic acid","2014-2015",29.8313891747966
"trust_3","Amoxicillin/clavulanic acid","2014-2015",50.2718780422583
"trust_4","Amoxicillin/clavulanic acid","2014-2015",10.3642755653709
"trust_5","Amoxicillin/clavulanic acid","2014-2015",0.144788972102106
"trust_6","Amoxicillin/clavulanic acid","2014-2015",4.10697578918189
"trust_7","Amoxicillin/clavulanic acid","2014-2015",81.785845849663
"trust_8","Amoxicillin/clavulanic acid","2014-2015",44.4271695334464
"trust_9","Amoxicillin/clavulanic acid","2014-2015",62.033844855614
"trust_10","Amoxicillin/clavulanic acid","2014-2015",25.5064415745437
"trust_11","Amoxicillin/clavulanic acid","2014-2015",97.1725502051413
"trust_12","Amoxicillin/clavulanic acid","2014-2015",11.0466896090657
"trust_13","Amoxicillin/clavulanic acid","2014-2015",84.1023977613077
"trust_14","Amoxicillin/clavulanic acid","2014-2015",17.4063853919506
"trust_15","Amoxicillin/clavulanic acid","2014-2015",64.2273734789342
"trust_16","Amoxicillin/clavulanic acid","2014-2015",64.7917437599972
"trust_17","Amoxicillin/clavulanic acid","2014-2015",47.6663429522887
"trust_18","Amoxicillin/clavulanic acid","2014-2015",1.69075056910515
"trust_19","Amoxicillin/clavulanic acid","2014-2015",47.4405548302457
"trust_20","Amoxicillin/clavulanic acid","2014-2015",73.2846550643444
"trust_21","Amoxicillin/clavulanic acid","2014-2015",53.9801738224924
"trust_22","Amoxicillin/clavulanic acid","2014-2015",50.519215897657
"trust_23","Amoxicillin/clavulanic acid","2014-2015",68.7621150631458
"trust_24","Amoxicillin/clavulanic acid","2014-2015",4.06263361219317
"trust_25","Amoxicillin/clavulanic acid","2014-2015",18.770034215413
"trust_26","Amoxicillin/clavulanic acid","2014-2015",57.989821373485
"trust_27","Amoxicillin/clavulanic acid","2014-2015",77.895239321515
"trust_28","Amoxicillin/clavulanic acid","2014-2015",24.7248080791906
"trust_29","Amoxicillin/clavulanic acid","2014-2015",0.389608414843678
"trust_30","Amoxicillin/clavulanic acid","2014-2015",56.215246161446
"trust_31","Amoxicillin/clavulanic acid","2014-2015",65.4911530902609
"trust_32","Amoxicillin/clavulanic acid","2014-2015",10.6321869185194
"trust_33","Amoxicillin/clavulanic acid","2014-2015",45.968215027824
"trust_34","Amoxicillin/clavulanic acid","2014-2015",55.85117994342
"trust_35","Amoxicillin/clavulanic acid","2014-2015",98.7846315372735
"trust_36","Amoxicillin/clavulanic acid","2014-2015",49.0022274432704
"trust_37","Amoxicillin/clavulanic acid","2014-2015",58.5431552724913
"trust_38","Amoxicillin/clavulanic acid","2014-2015",18.6384598724544
"trust_39","Amoxicillin/clavulanic acid","2014-2015",59.7711513517424
"trust_40","Amoxicillin/clavulanic acid","2014-2015",0.146924098953605
"trust_41","Amoxicillin/clavulanic acid","2014-2015",6.40540483873338
"trust_42","Amoxicillin/clavulanic acid","2014-2015",38.7441397411749
"trust_43","Amoxicillin/clavulanic acid","2014-2015",24.3690098403022
"trust_44","Amoxicillin/clavulanic acid","2014-2015",71.6472082771361
"trust_45","Amoxicillin/clavulanic acid","2014-2015",73.6983334412798
"trust_46","Amoxicillin/clavulanic acid","2014-2015",20.185303944163
"trust_47","Amoxicillin/clavulanic acid","2014-2015",50.1221474027261
"trust_48","Amoxicillin/clavulanic acid","2014-2015",97.6665936643258
"trust_49","Amoxicillin/clavulanic acid","2014-2015",63.9184968778864
"trust_50","Amoxicillin/clavulanic acid","2014-2015",8.25169761665165
"trust_51","Amoxicillin/clavulanic acid","2014-2015",70.9042649716139
"trust_52","Amoxicillin/clavulanic acid","2014-2015",11.89393857494
"trust_53","Amoxicillin/clavulanic acid","2014-2015",14.3608833197504
"trust_54","Amoxicillin/clavulanic acid","2014-2015",40.4870829544961
"trust_55","Amoxicillin/clavulanic acid","2014-2015",88.5615740437061
"trust_56","Amoxicillin/clavulanic acid","2014-2015",7.7977366745472
"trust_57","Amoxicillin/clavulanic acid","2014-2015",83.6406840477139
"trust_58","Amoxicillin/clavulanic acid","2014-2015",77.9408471891657
"trust_59","Amoxicillin/clavulanic acid","2014-2015",59.9349941359833
"trust_60","Amoxicillin/clavulanic acid","2014-2015",17.1472107525915
"trust_61","Amoxicillin/clavulanic acid","2014-2015",37.4820263125002
"trust_62","Amoxicillin/clavulanic acid","2014-2015",51.9220494432375
"trust_63","Amoxicillin/clavulanic acid","2014-2015",71.119369706139
"trust_64","Amoxicillin/clavulanic acid","2014-2015",8.48054972011596
"trust_65","Amoxicillin/clavulanic acid","2014-2015",75.4083124222234
"trust_66","Amoxicillin/clavulanic acid","2014-2015",14.9734549457207
"trust_67","Amoxicillin/clavulanic acid","2014-2015",45.0906604528427
"trust_68","Amoxicillin/clavulanic acid","2014-2015",25.5385329714045
"trust_69","Amoxicillin/clavulanic acid","2014-2015",43.3916727779433
"trust_70","Amoxicillin/clavulanic acid","2014-2015",97.4091834621504
"trust_71","Amoxicillin/clavulanic acid","2014-2015",72.0970330759883
"trust_72","Amoxicillin/clavulanic acid","2014-2015",29.3342458782718
"trust_73","Amoxicillin/clavulanic acid","2014-2015",31.4442037139088
"trust_74","Amoxicillin/clavulanic acid","2014-2015",14.2939209472388
"trust_75","Amoxicillin/clavulanic acid","2014-2015",85.3573160013184
"trust_76","Amoxicillin/clavulanic acid","2014-2015",73.1943808728829
"trust_77","Amoxicillin/clavulanic acid","2014-2015",14.7393646882847
"trust_78","Amoxicillin/clavulanic acid","2014-2015",93.378103710711
"trust_79","Amoxicillin/clavulanic acid","2014-2015",11.1060340888798
"trust_80","Amoxicillin/clavulanic acid","2014-2015",18.4901668224484
"trust_81","Amoxicillin/clavulanic acid","2014-2015",31.1310512712225
"trust_82","Amoxicillin/clavulanic acid","2014-2015",33.227095589973
"trust_83","Amoxicillin/clavulanic acid","2014-2015",65.9128457307816
"trust_84","Amoxicillin/clavulanic acid","2014-2015",66.5608237031847
"trust_85","Amoxicillin/clavulanic acid","2014-2015",47.6322686066851
"trust_86","Amoxicillin/clavulanic acid","2014-2015",12.5378110446036
"trust_87","Amoxicillin/clavulanic acid","2014-2015",78.9955199463293
"trust_88","Amoxicillin/clavulanic acid","2014-2015",55.2795624826103
"trust_89","Amoxicillin/clavulanic acid","2014-2015",72.9930436238647
"trust_90","Amoxicillin/clavulanic acid","2014-2015",2.44185554329306
"trust_91","Amoxicillin/clavulanic acid","2014-2015",81.0486640781164
"trust_92","Amoxicillin/clavulanic acid","2014-2015",36.1979468958452
"trust_93","Amoxicillin/clavulanic acid","2014-2015",23.5295391641557
"trust_94","Amoxicillin/clavulanic acid","2014-2015",15.9533417318016
"trust_95","Amoxicillin/clavulanic acid","2014-2015",56.9479684345424
"trust_96","Amoxicillin/clavulanic acid","2014-2015",18.2878838386387
"trust_97","Amoxicillin/clavulanic acid","2014-2015",56.4089112682268
"trust_98","Amoxicillin/clavulanic acid","2014-2015",61.2741443095729
"trust_99","Amoxicillin/clavulanic acid","2014-2015",97.0715451519936
"trust_100","Amoxicillin/clavulanic acid","2014-2015",33.2027783850208
"trust_1","Azithromycin","2014-2015",12.1896655764431
"trust_2","Azithromycin","2014-2015",43.7320716679096
"trust_3","Azithromycin","2014-2015",79.3663671705872
"trust_4","Azithromycin","2014-2015",14.3107580719516
"trust_5","Azithromycin","2014-2015",63.3817918365821
"trust_6","Azithromycin","2014-2015",57.9169485485181
"trust_7","Azithromycin","2014-2015",18.180879461579
"trust_8","Azithromycin","2014-2015",47.5746775511652
"trust_9","Azithromycin","2014-2015",3.71760872658342
"trust_10","Azithromycin","2014-2015",29.0659215301275
"trust_11","Azithromycin","2014-2015",10.7586002442986
"trust_12","Azithromycin","2014-2015",18.0922432802618
"trust_13","Azithromycin","2014-2015",77.471637353301
"trust_14","Azithromycin","2014-2015",72.9272036580369
"trust_15","Azithromycin","2014-2015",37.2931167250499
"trust_16","Azithromycin","2014-2015",55.8153054211289
"trust_17","Azithromycin","2014-2015",26.0733420727775
"trust_18","Azithromycin","2014-2015",17.3688722541556
"trust_19","Azithromycin","2014-2015",2.81392133329064
"trust_20","Azithromycin","2014-2015",92.3563990741968
"trust_21","Azithromycin","2014-2015",0.223790761083364
"trust_22","Azithromycin","2014-2015",29.2686857981607
"trust_23","Azithromycin","2014-2015",87.0950788957998
"trust_24","Azithromycin","2014-2015",87.1297834673896
"trust_25","Azithromycin","2014-2015",44.49063539505
"trust_26","Azithromycin","2014-2015",52.8215512633324
"trust_27","Azithromycin","2014-2015",61.1047213897109
"trust_28","Azithromycin","2014-2015",18.3831606525928
"trust_29","Azithromycin","2014-2015",63.7568700592965
"trust_30","Azithromycin","2014-2015",5.41582442820072
"trust_31","Azithromycin","2014-2015",62.6430564792827
"trust_32","Azithromycin","2014-2015",11.2859188579023
"trust_33","Azithromycin","2014-2015",18.1256971554831
"trust_34","Azithromycin","2014-2015",48.8333519082516
"trust_35","Azithromycin","2014-2015",75.0957597047091
"trust_36","Azithromycin","2014-2015",54.7489317366853
"trust_37","Azithromycin","2014-2015",41.2397934123874
"trust_38","Azithromycin","2014-2015",18.4906826587394
"trust_39","Azithromycin","2014-2015",91.6736046085134
"trust_40","Azithromycin","2014-2015",45.3653731150553
"trust_41","Azithromycin","2014-2015",20.2942379051819
"trust_42","Azithromycin","2014-2015",90.0593330152333
"trust_43","Azithromycin","2014-2015",92.2795057529584
"trust_44","Azithromycin","2014-2015",49.3224996142089
"trust_45","Azithromycin","2014-2015",60.191314201802
"trust_46","Azithromycin","2014-2015",52.0079676294699
"trust_47","Azithromycin","2014-2015",93.5149658471346
"trust_48","Azithromycin","2014-2015",68.4462527744472
"trust_49","Azithromycin","2014-2015",27.8037292184308
"trust_50","Azithromycin","2014-2015",91.9522275682539
"trust_51","Azithromycin","2014-2015",38.1179498042911
"trust_52","Azithromycin","2014-2015",3.97615451365709
"trust_53","Azithromycin","2014-2015",2.62008255813271
"trust_54","Azithromycin","2014-2015",10.4468477424234
"trust_55","Azithromycin","2014-2015",82.3385941796005
"trust_56","Azithromycin","2014-2015",3.78134083002806
"trust_57","Azithromycin","2014-2015",61.255663796328
"trust_58","Azithromycin","2014-2015",13.8120224466547
"trust_59","Azithromycin","2014-2015",10.2639664895833
"trust_60","Azithromycin","2014-2015",76.6052422346547
"trust_61","Azithromycin","2014-2015",0.265872688032687
"trust_62","Azithromycin","2014-2015",64.0990996034816
"trust_63","Azithromycin","2014-2015",63.737186929211
"trust_64","Azithromycin","2014-2015",58.9186896104366
"trust_65","Azithromycin","2014-2015",16.939646564424
"trust_66","Azithromycin","2014-2015",54.5109277591109
"trust_67","Azithromycin","2014-2015",54.5318923192099
"trust_68","Azithromycin","2014-2015",24.0290125599131
"trust_69","Azithromycin","2014-2015",51.8557935487479
"trust_70","Azithromycin","2014-2015",46.6344150714576
"trust_71","Azithromycin","2014-2015",36.1609283369035
"trust_72","Azithromycin","2014-2015",60.0149362115189
"trust_73","Azithromycin","2014-2015",51.7807475524023
"trust_74","Azithromycin","2014-2015",87.5629871850833
"trust_75","Azithromycin","2014-2015",92.068166192621
"trust_76","Azithromycin","2014-2015",22.2248021280393
"trust_77","Azithromycin","2014-2015",7.70599376410246
"trust_78","Azithromycin","2014-2015",87.3709675623104
"trust_79","Azithromycin","2014-2015",15.8783672144637
"trust_80","Azithromycin","2014-2015",74.2325197439641
"trust_81","Azithromycin","2014-2015",7.16265528462827
"trust_82","Azithromycin","2014-2015",74.7296371031553
"trust_83","Azithromycin","2014-2015",61.428487370722
"trust_84","Azithromycin","2014-2015",48.8561783917248
"trust_85","Azithromycin","2014-2015",39.6060741273686
"trust_86","Azithromycin","2014-2015",7.7428488759324
"trust_87","Azithromycin","2014-2015",31.8830910371616
"trust_88","Azithromycin","2014-2015",66.7501220013946
"trust_89","Azithromycin","2014-2015",21.2135319598019
"trust_90","Azithromycin","2014-2015",22.859133197926
"trust_91","Azithromycin","2014-2015",1.20559241622686
"trust_92","Azithromycin","2014-2015",41.0080458503217
"trust_93","Azithromycin","2014-2015",4.26646848209202
"trust_94","Azithromycin","2014-2015",97.2706765634939
"trust_95","Azithromycin","2014-2015",1.9611730473116
"trust_96","Azithromycin","2014-2015",3.95102528855205
"trust_97","Azithromycin","2014-2015",26.5582741471007
"trust_98","Azithromycin","2014-2015",62.8388122888282
"trust_99","Azithromycin","2014-2015",42.7491882350296
"trust_100","Azithromycin","2014-2015",99.8653375077993
"trust_1","Cefalexin","2014-2015",12.2463777661324
"trust_2","Cefalexin","2014-2015",97.6099720224738
"trust_3","Cefalexin","2014-2015",15.3580063255504
"trust_4","Cefalexin","2014-2015",1.02216352242976
"trust_5","Cefalexin","2014-2015",28.2252536853775
"trust_6","Cefalexin","2014-2015",17.6714712986723
"trust_7","Cefalexin","2014-2015",87.6778340665624
"trust_8","Cefalexin","2014-2015",1.65861560963094
"trust_9","Cefalexin","2014-2015",12.287687859498
"trust_10","Cefalexin","2014-2015",59.2197488760576
"trust_11","Cefalexin","2014-2015",28.2428651349619
"trust_12","Cefalexin","2014-2015",42.1705718385056
"trust_13","Cefalexin","2014-2015",56.9151445524767
"trust_14","Cefalexin","2014-2015",8.45935496035963
"trust_15","Cefalexin","2014-2015",92.2707294812426
"trust_16","Cefalexin","2014-2015",79.5497314073145
"trust_17","Cefalexin","2014-2015",33.3243998233229
"trust_18","Cefalexin","2014-2015",1.70224353205413
"trust_19","Cefalexin","2014-2015",85.6737950351089
"trust_20","Cefalexin","2014-2015",47.4873224506155
"trust_21","Cefalexin","2014-2015",49.3876923806965
"trust_22","Cefalexin","2014-2015",49.0237794816494
"trust_23","Cefalexin","2014-2015",51.3275026343763
"trust_24","Cefalexin","2014-2015",61.1537427874282
"trust_25","Cefalexin","2014-2015",85.48300312832
"trust_26","Cefalexin","2014-2015",65.3043150668964
"trust_27","Cefalexin","2014-2015",28.2685915008187
"trust_28","Cefalexin","2014-2015",67.9627515841275
"trust_29","Cefalexin","2014-2015",17.797334282659
"trust_30","Cefalexin","2014-2015",18.5540211619809
"trust_31","Cefalexin","2014-2015",80.8740477077663
"trust_32","Cefalexin","2014-2015",52.3485322715715
"trust_33","Cefalexin","2014-2015",55.1496323663741
"trust_34","Cefalexin","2014-2015",54.351591411978
"trust_35","Cefalexin","2014-2015",34.6445400035009
"trust_36","Cefalexin","2014-2015",92.8223273716867
"trust_37","Cefalexin","2014-2015",66.4242887636647
"trust_38","Cefalexin","2014-2015",31.4326736843213
"trust_39","Cefalexin","2014-2015",19.3494103848934
"trust_40","Cefalexin","2014-2015",30.4079995490611
"trust_41","Cefalexin","2014-2015",86.6267982404679
"trust_42","Cefalexin","2014-2015",11.8955672951415
"trust_43","Cefalexin","2014-2015",31.9905435433611
"trust_44","Cefalexin","2014-2015",99.9367986805737
"trust_45","Cefalexin","2014-2015",73.3996215043589
"trust_46","Cefalexin","2014-2015",84.7030742326751
"trust_47","Cefalexin","2014-2015",74.057523580268
"trust_48","Cefalexin","2014-2015",95.2518021687865
"trust_49","Cefalexin","2014-2015",2.47828636784106
"trust_50","Cefalexin","2014-2015",24.277822044678
"trust_51","Cefalexin","2014-2015",71.8008156633005
"trust_52","Cefalexin","2014-2015",20.6831956515089
"trust_53","Cefalexin","2014-2015",33.0999086610973
"trust_54","Cefalexin","2014-2015",22.0279725501314
"trust_55","Cefalexin","2014-2015",65.3846754226834
"trust_56","Cefalexin","2014-2015",90.2896406361833
"trust_57","Cefalexin","2014-2015",3.92168883699924
"trust_58","Cefalexin","2014-2015",79.7509868396446
"trust_59","Cefalexin","2014-2015",1.38517557643354
"trust_60","Cefalexin","2014-2015",93.3059447444975
"trust_61","Cefalexin","2014-2015",89.9470636388287
"trust_62","Cefalexin","2014-2015",78.9055311353877
"trust_63","Cefalexin","2014-2015",72.8786094114184
"trust_64","Cefalexin","2014-2015",60.5817899573594
"trust_65","Cefalexin","2014-2015",89.6491009742022
"trust_66","Cefalexin","2014-2015",77.891283063218
"trust_67","Cefalexin","2014-2015",12.2967672999948
"trust_68","Cefalexin","2014-2015",30.7812715647742
"trust_69","Cefalexin","2014-2015",84.9430036032572
"trust_70","Cefalexin","2014-2015",99.8996278271079
"trust_71","Cefalexin","2014-2015",35.6555450707674
"trust_72","Cefalexin","2014-2015",79.922227631323
"trust_73","Cefalexin","2014-2015",28.5835210699588
"trust_74","Cefalexin","2014-2015",10.0169450510293
"trust_75","Cefalexin","2014-2015",31.4798922045156
"trust_76","Cefalexin","2014-2015",81.172943348065
"trust_77","Cefalexin","2014-2015",53.8097371580079
"trust_78","Cefalexin","2014-2015",34.1041088569909
"trust_79","Cefalexin","2014-2015",49.3533208500594
"trust_80","Cefalexin","2014-2015",79.0579912718385
"trust_81","Cefalexin","2014-2015",75.6525548873469
"trust_82","Cefalexin","2014-2015",24.3840860435739
"trust_83","Cefalexin","2014-2015",55.0329161575064
"trust_84","Cefalexin","2014-2015",87.3133711516857
"trust_85","Cefalexin","2014-2015",39.4181068520993
"trust_86","Cefalexin","2014-2015",25.3590608946979
"trust_87","Cefalexin","2014-2015",66.7756513226777
"trust_88","Cefalexin","2014-2015",88.8073259266093
"trust_89","Cefalexin","2014-2015",26.4170274836943
"trust_90","Cefalexin","2014-2015",25.6425575818866
"trust_91","Cefalexin","2014-2015",9.71099524758756
"trust_92","Cefalexin","2014-2015",91.2081329151988
"trust_93","Cefalexin","2014-2015",34.3875787919387
"trust_94","Cefalexin","2014-2015",59.1294996440411
"trust_95","Cefalexin","2014-2015",71.992654632777
"trust_96","Cefalexin","2014-2015",42.9768930422142
"trust_97","Cefalexin","2014-2015",34.5286597963423
"trust_98","Cefalexin","2014-2015",26.1153989937156
"trust_99","Cefalexin","2014-2015",96.3056207168847
"trust_100","Cefalexin","2014-2015",14.4155637826771
"trust_1","Cefotaxime","2014-2015",34.2809326248243
"trust_2","Cefotaxime","2014-2015",35.8333852840587
"trust_3","Cefotaxime","2014-2015",26.4694672310725
"trust_4","Cefotaxime","2014-2015",1.31881041452289
"trust_5","Cefotaxime","2014-2015",72.5063667632639
"trust_6","Cefotaxime","2014-2015",74.2912740446627
"trust_7","Cefotaxime","2014-2015",12.1900622034445
"trust_8","Cefotaxime","2014-2015",39.358199830167
"trust_9","Cefotaxime","2014-2015",29.8387038055807
"trust_10","Cefotaxime","2014-2015",67.5857615889981
"trust_11","Cefotaxime","2014-2015",51.7058117315173
"trust_12","Cefotaxime","2014-2015",45.5228222766891
"trust_13","Cefotaxime","2014-2015",1.42563246190548
"trust_14","Cefotaxime","2014-2015",29.4390483060852
"trust_15","Cefotaxime","2014-2015",64.266067231074
"trust_16","Cefotaxime","2014-2015",99.991460563615
"trust_17","Cefotaxime","2014-2015",0.801841146312654
"trust_18","Cefotaxime","2014-2015",62.5386167084798
"trust_19","Cefotaxime","2014-2015",79.3742920504883
"trust_20","Cefotaxime","2014-2015",49.2780264932662
"trust_21","Cefotaxime","2014-2015",14.3248756416142
"trust_22","Cefotaxime","2014-2015",9.12685208022594
"trust_23","Cefotaxime","2014-2015",83.6460729595274
"trust_24","Cefotaxime","2014-2015",35.2178478147835
"trust_25","Cefotaxime","2014-2015",62.0182052720338
"trust_26","Cefotaxime","2014-2015",57.3643882758915
"trust_27","Cefotaxime","2014-2015",14.7581974044442
"trust_28","Cefotaxime","2014-2015",73.3770474791527
"trust_29","Cefotaxime","2014-2015",31.8965891608968
"trust_30","Cefotaxime","2014-2015",59.5364932669327
"trust_31","Cefotaxime","2014-2015",67.8292804397643
"trust_32","Cefotaxime","2014-2015",1.68584326747805
"trust_33","Cefotaxime","2014-2015",11.6644934285432
"trust_34","Cefotaxime","2014-2015",33.2548141479492
"trust_35","Cefotaxime","2014-2015",15.2653594035655
"trust_36","Cefotaxime","2014-2015",98.882078519091
"trust_37","Cefotaxime","2014-2015",4.08987868577242
"trust_38","Cefotaxime","2014-2015",37.0102579472587
"trust_39","Cefotaxime","2014-2015",2.72374355699867
"trust_40","Cefotaxime","2014-2015",26.5336618060246
"trust_41","Cefotaxime","2014-2015",10.8269941527396
"trust_42","Cefotaxime","2014-2015",55.5467609548941
"trust_43","Cefotaxime","2014-2015",63.3657195139676
"trust_44","Cefotaxime","2014-2015",36.0912314616144
"trust_45","Cefotaxime","2014-2015",76.5999945811927
"trust_46","Cefotaxime","2014-2015",76.8379425862804
"trust_47","Cefotaxime","2014-2015",39.0217295149341
"trust_48","Cefotaxime","2014-2015",60.0846955785528
"trust_49","Cefotaxime","2014-2015",11.1705222632736
"trust_50","Cefotaxime","2014-2015",30.6296600261703
"trust_51","Cefotaxime","2014-2015",63.8208035612479
"trust_52","Cefotaxime","2014-2015",8.49020495079458
"trust_53","Cefotaxime","2014-2015",93.3133760932833
"trust_54","Cefotaxime","2014-2015",29.1298096999526
"trust_55","Cefotaxime","2014-2015",45.8187397336587
"trust_56","Cefotaxime","2014-2015",93.3635734487325
"trust_57","Cefotaxime","2014-2015",81.1854691244662
"trust_58","Cefotaxime","2014-2015",90.1361523196101
"trust_59","Cefotaxime","2014-2015",32.6502941781655
"trust_60","Cefotaxime","2014-2015",34.5131212845445
"trust_61","Cefotaxime","2014-2015",18.0830000434071
"trust_62","Cefotaxime","2014-2015",22.5705305347219
"trust_63","Cefotaxime","2014-2015",49.0439924644306
"trust_64","Cefotaxime","2014-2015",58.1931345397606
"trust_65","Cefotaxime","2014-2015",42.5021295668557
"trust_66","Cefotaxime","2014-2015",42.5955313723534
"trust_67","Cefotaxime","2014-2015",15.8715411089361
"trust_68","Cefotaxime","2014-2015",2.48430292122066
"trust_69","Cefotaxime","2014-2015",89.4092154921964
"trust_70","Cefotaxime","2014-2015",9.77228588890284
"trust_71","Cefotaxime","2014-2015",82.9857965465635
"trust_72","Cefotaxime","2014-2015",81.3071244163439
"trust_73","Cefotaxime","2014-2015",54.546629707329
"trust_74","Cefotaxime","2014-2015",57.3301015421748
"trust_75","Cefotaxime","2014-2015",43.5645984485745
"trust_76","Cefotaxime","2014-2015",59.272250207141
"trust_77","Cefotaxime","2014-2015",45.7247924525291
"trust_78","Cefotaxime","2014-2015",58.7918852455914
